article_id,company_key,company_name_raw,company_matched,company_match_method,company_match_score,published_date,date_status,pub_year,pub_quarter,pub_month,category_std,category_raw,revenue_raw,arr_usd,arr_status,currency_detected,company_age,_source_row_number,_loaded_at
ART0281,Cloudflare,Cloudflare,True,exact,100.0,2023-07-16,parsed,2023,3,7,DATA_ANALYTICS,Data Analytics,Not disclosed,,not_disclosed,,25,281,2026-08-22T21:58:37.269504+00:00
ART0282,Google DeepMind,Google DeepMind,True,exact,100.0,2023-06-12,parsed,2023,2,6,SECURITY,Cybersecurity,,,missing,,6,282,2026-08-22T21:58:37.269504+00:00
ART0283,OpenAI,OpenAI,True,exact,100.0,2022-12-23,parsed,2022,4,12,AI_ML,AI/ML,Not disclosed,,not_disclosed,,16,283,2026-08-22T21:58:37.269504+00:00
ART0284,Confluent,Confluent,True,exact,100.0,2020-12-08,parsed,2020,4,12,AI_ML,Artificial Intelligence,N/A,,missing,,25,284,2026-08-22T21:58:37.269504+00:00
ART0285,Amazon Web Services,Amazon Web Services,True,exact,100.0,2020-02-09,parsed,2020,1,2,FINTECH,FinTech,$38.000B,38000000000,parsed,USD,5,285,2026-08-22T21:58:37.269504+00:00
ART0286,Uber,Uber,True,exact,100.0,2021-06-07,parsed,2021,2,6,AI_ML,Artificial Intelligence,"$14,500,000,000",14500000000,parsed,USD,6,286,2026-08-22T21:58:37.269504+00:00
ART0287,Meta AI,Meta AI,True,exact,100.0,2021-06-01,parsed,2021,2,6,CLOUD,Cloud Computing,,,missing,,20,287,2026-08-22T21:58:37.269504+00:00
ART0288,Microsoft,Microsoft,True,exact,100.0,2020-08-02,parsed,2020,3,8,AI_ML,AI & ML,N/A,,missing,,2,288,2026-08-22T21:58:37.269504+00:00
ART0289,Tesla,Tesla,True,exact,100.0,2023-12-11,parsed,2023,4,12,FINTECH,Finance,Not disclosed,,not_disclosed,,15,289,2026-08-22T21:58:37.269504+00:00
ART0290,Google DeepMind,Google DeepMind,True,exact,100.0,2023-03-21,parsed,2023,1,3,SECURITY,InfoSec,$0.830 billion,830000000,parsed,USD,6,290,2026-08-22T21:58:37.269504+00:00
ART0291,Databricks,Databricks,True,exact,100.0,2020-04-12,parsed,2020,2,4,CLOUD,Cloud,,,missing,,17,291,2026-08-22T21:58:37.269504+00:00
ART0292,Microsoft,Microsoft,True,exact,100.0,2023-08-18,parsed,2023,3,8,DATA_ANALYTICS,Data Analytics,"€68,909,090,909",75800000000,parsed,EUR,5,292,2026-08-22T21:58:37.269504+00:00
ART0293,Databricks,Databricks,True,exact,100.0,2023-11-13,parsed,2023,4,11,SECURITY,Cybersecurity,"$2,400,000,000",2400000000,parsed,USD,20,293,2026-08-22T21:58:37.269504+00:00
ART0294,Cloudflare,Cloudflare,True,exact,100.0,2023-10-21,parsed,2023,4,10,CLOUD,Cloud,$1350.0 million,1350000000,parsed,USD,25,294,2026-08-22T21:58:37.269504+00:00
ART0295,Palantir,Palantir,True,exact,100.0,2020-09-05,parsed,2020,3,9,DATA_ANALYTICS,Data Analytics,"£850,393,701",1080000000,parsed,GBP,15,295,2026-08-22T21:58:37.269504+00:00
ART0296,Scale AI,Scale AI,True,exact,100.0,2020-10-31,parsed,2020,4,10,AI_ML,Artificial Intelligence,,,missing,,17,296,2026-08-22T21:58:37.269504+00:00
ART0297,NVIDIA,NVIDIA,True,exact,100.0,2021-07-23,parsed,2021,3,7,SOFTWARE,SaaS,Not disclosed,,not_disclosed,,4,297,2026-08-22T21:58:37.269504+00:00
ART0298,Palantir,Palantir,True,exact,100.0,2022-10-17,parsed,2022,4,10,DATA_ANALYTICS,Data Analytics,,,missing,,17,298,2026-08-22T21:58:37.269504+00:00
ART0299,DataRobot,DataRobot,True,exact,100.0,2023-07-29,parsed,2023,3,7,SOFTWARE,SaaS,$355.0M,355000000,parsed,USD,11,299,2026-08-22T21:58:37.269504+00:00
ART0300,Cloudflare,Cloudflare,True,exact,100.0,2023-07-09,parsed,2023,3,7,SECURITY,Security,"€1,145,454,545",1260000000,parsed,EUR,25,300,2026-08-22T21:58:37.269504+00:00
ART0301,Meta AI,Meta AI,True,exact,100.0,2020-12-02,parsed,2020,4,12,CLOUD,Cloud Computing,"£149,606,299",190000000,parsed,GBP,19,301,2026-08-22T21:58:37.269504+00:00
ART0302,Stripe,Stripe,True,exact,100.0,2022-04-28,parsed,2022,2,4,SOFTWARE,Enterprise Software,N/A,,missing,,20,302,2026-08-22T21:58:37.269504+00:00
ART0303,Elastic,Elastic,True,exact,100.0,2023-04-13,parsed,2023,2,4,SOFTWARE,SaaS,$1.160B,1160000000,parsed,USD,7,303,2026-08-22T21:58:37.269504+00:00
ART0304,MongoDB,MongoDB,True,exact,100.0,2022-05-07,parsed,2022,2,5,FINTECH,FinTech,"¥177,000,000,000",1180000000,parsed,JPY,14,304,2026-08-22T21:58:37.269504+00:00
ART0305,Snowflake,Snowflake,True,exact,100.0,2023-01-26,parsed,2023,1,1,SOFTWARE,Software,"€2,136,363,636",2350000000,parsed,EUR,11,305,2026-08-22T21:58:37.269504+00:00
ART0306,MongoDB,MongoDB,True,exact,100.0,2023-11-22,parsed,2023,4,11,DATA_ANALYTICS,Data Analytics,$1615.0M - $1785.0M,1700000000,parsed,USD,15,306,2026-08-22T21:58:37.269504+00:00
ART0307,Anthropic,Anthropic,True,exact,100.0,2021-06-30,parsed,2021,2,6,FINTECH,Finance,$28.0M,28000000,parsed,USD,15,307,2026-08-22T21:58:37.269504+00:00
ART0308,Meta AI,Meta AI,True,exact,100.0,2023-10-15,parsed,2023,4,10,SOFTWARE,Software,"$1,500,000,000",1500000000,parsed,USD,22,308,2026-08-22T21:58:37.269504+00:00
ART0309,Elastic,Elastic,True,exact,100.0,2020-01-27,parsed,2020,1,1,FINTECH,Financial Technology,N/A,,missing,,4,309,2026-08-22T21:58:37.269504+00:00
ART0310,MongoDB,MongoDB,True,exact,100.0,2022-02-11,parsed,2022,1,2,SECURITY,Cybersecurity,1080.0M USD,1080000000,parsed,USD,14,310,2026-08-22T21:58:37.269504+00:00
ART0311,Anthropic,Anthropic,True,exact,100.0,2021-10-22,parsed,2021,4,10,AI_ML,Artificial Intelligence,$70.0M,70000000,parsed,USD,15,311,2026-08-22T21:58:37.269504+00:00
ART0312,MongoDB,MongoDB,True,exact,100.0,2022-10-31,parsed,2022,4,10,SECURITY,Cybersecurity,$1.380B,1380000000,parsed,USD,14,312,2026-08-22T21:58:37.269504+00:00
ART0313,Snowflake,Snowflake,True,exact,100.0,2023-06-20,parsed,2023,2,6,SECURITY,InfoSec,"€2,290,909,091",2520000000,parsed,EUR,11,313,2026-08-22T21:58:37.269504+00:00
ART0314,Anthropic,Anthropic,True,exact,100.0,2021-10-19,parsed,2021,4,10,AI_ML,AI & ML,$66.5M - $73.5M,70000000,parsed,USD,15,314,2026-08-22T21:58:37.269504+00:00
ART0315,Scale AI,Scale AI,True,exact,100.0,2021-10-18,parsed,2021,4,10,AI_ML,Machine Learning,$340.0M,340000000,parsed,USD,18,315,2026-08-22T21:58:37.269504+00:00
ART0316,Meta AI,Meta AI,True,exact,100.0,2023-01-06,parsed,2023,1,1,SECURITY,Cybersecurity,"$1,200,000,000",1200000000,parsed,USD,22,316,2026-08-22T21:58:37.269504+00:00
ART0317,Google DeepMind,Google DeepMind,True,exact,100.0,2020-12-30,parsed,2020,4,12,SOFTWARE,Software,"£137,795,276",175000001,parsed,GBP,3,317,2026-08-22T21:58:37.269504+00:00
ART0318,Stripe,Stripe,True,exact,100.0,2022-03-08,parsed,2022,1,3,AI_ML,AI & ML,$1.700B,1700000000,parsed,USD,20,318,2026-08-22T21:58:37.269504+00:00
ART0319,DataRobot,DataRobot,True,exact,100.0,2021-07-30,parsed,2021,3,7,DATA_ANALYTICS,Big Data,N/A,,missing,,9,319,2026-08-22T21:58:37.269504+00:00
ART0320,Elastic,Elastic,True,exact,100.0,2023-07-22,parsed,2023,3,7,FINTECH,Finance,$1.200B,1200000000,parsed,USD,7,320,2026-08-22T21:58:37.269504+00:00
ART0321,Elastic,Elastic,True,exact,100.0,2020-06-23,parsed,2020,2,6,CLOUD,Cloud Services,$660.0 million,660000000,parsed,USD,4,321,2026-08-22T21:58:37.269504+00:00
ART0322,Meta AI,Meta AI,True,exact,100.0,2023-10-06,parsed,2023,4,10,AI_ML,Artificial Intelligence,$1.500 billion,1500000000,parsed,USD,22,322,2026-08-22T21:58:37.269504+00:00
ART0323,Stripe,Stripe,True,exact,100.0,2020-09-19,parsed,2020,3,9,FINTECH,FinTech,Not disclosed,,not_disclosed,,18,323,2026-08-22T21:58:37.269504+00:00
ART0324,Confluent,Confluent,True,exact,100.0,2023-03-04,parsed,2023,1,3,DATA_ANALYTICS,Analytics,$790.0M,790000000,parsed,USD,28,324,2026-08-22T21:58:37.269504+00:00
ART0325,Databricks,Databricks,True,exact,100.0,2020-10-02,parsed,2020,4,10,DATA_ANALYTICS,Data Analytics,Not disclosed,,not_disclosed,,17,325,2026-08-22T21:58:37.269504+00:00
ART0326,Google DeepMind,Google DeepMind,True,exact,100.0,2020-10-13,parsed,2020,4,10,CLOUD,Cloud Services,"$175,000,000",175000000,parsed,USD,3,326,2026-08-22T21:58:37.269504+00:00
ART0327,Confluent,Confluent,True,exact,100.0,2022-04-09,parsed,2022,2,4,CLOUD,Cloud Services,"€595,454,545",655000000,parsed,EUR,27,327,2026-08-22T21:58:37.269504+00:00
ART0328,Snowflake,Snowflake,True,exact,100.0,2022-08-09,parsed,2022,3,8,SOFTWARE,SaaS,2050.0M USD,2050000000,parsed,USD,10,328,2026-08-22T21:58:37.269504+00:00
ART0329,Palantir,Palantir,True,exact,100.0,2021-01-01,parsed,2021,1,1,SOFTWARE,Enterprise Software,"¥177,000,000,000",1180000000,parsed,JPY,16,329,2026-08-22T21:58:37.269504+00:00
ART0330,Anthropic,Anthropic,True,exact,100.0,2021-02-27,parsed,2021,1,2,DATA_ANALYTICS,Analytics,"$18,000,000",18000000,parsed,USD,15,330,2026-08-22T21:58:37.269504+00:00
ART0331,Scale AI,Scale AI,True,exact,100.0,2021-06-23,parsed,2021,2,6,SOFTWARE,Software,$247.0M - $273.0M,260000000,parsed,USD,18,331,2026-08-22T21:58:37.269504+00:00
ART0332,MongoDB,MongoDB,True,exact,100.0,2021-12-23,parsed,2021,4,12,SECURITY,InfoSec,"¥148,500,000,000",990000000,parsed,JPY,13,332,2026-08-22T21:58:37.269504+00:00
ART0333,Scale AI,Scale AI,True,exact,100.0,2021-03-09,parsed,2021,1,3,CLOUD,Cloud,"£165,354,331",210000000,parsed,GBP,18,333,2026-08-22T21:58:37.269504+00:00
ART0334,Cloudflare,Cloudflare,True,exact,100.0,2023-04-24,parsed,2023,2,4,SECURITY,Cybersecurity,$1180.0 million,1180000000,parsed,USD,25,334,2026-08-22T21:58:37.269504+00:00
ART0335,Confluent,Confluent,True,exact,100.0,2020-04-24,parsed,2020,2,4,FINTECH,Financial Technology,$0.285 billion,285000000,parsed,USD,25,335,2026-08-22T21:58:37.269504+00:00
ART0336,Cloudflare,Cloudflare,True,exact,100.0,2021-03-25,parsed,2021,1,3,CLOUD,Cloud Computing,$560.0 million,560000000,parsed,USD,23,336,2026-08-22T21:58:37.269504+00:00
ART0337,DataRobot,DataRobot,True,exact,100.0,2020-05-20,parsed,2020,2,5,DATA_ANALYTICS,Big Data,$142.5M - $157.5M,150000000,parsed,USD,8,337,2026-08-22T21:58:37.269504+00:00
ART0338,DataRobot,DataRobot,True,exact,100.0,2020-12-29,parsed,2020,4,12,AI_ML,Artificial Intelligence,"¥28,500,000,000",190000000,parsed,JPY,8,338,2026-08-22T21:58:37.269504+00:00
ART0339,OpenAI,OpenAI,True,exact,100.0,2023-08-22,parsed,2023,3,8,SOFTWARE,SaaS,N/A,,missing,,17,339,2026-08-22T21:58:37.269504+00:00
ART0340,Meta AI,Meta AI,True,exact,100.0,2020-01-10,parsed,2020,1,1,SECURITY,InfoSec,"$130,000,000",130000000,parsed,USD,19,340,2026-08-22T21:58:37.269504+00:00
ART0341,MongoDB,MongoDB,True,exact,100.0,2022-11-30,parsed,2022,4,11,DATA_ANALYTICS,Big Data,$1.380B,1380000000,parsed,USD,14,341,2026-08-22T21:58:37.269504+00:00
ART0342,Databricks,Databricks,True,exact,100.0,2022-05-17,parsed,2022,2,5,DATA_ANALYTICS,Analytics,N/A,,missing,,19,342,2026-08-22T21:58:37.269504+00:00
ART0343,Snowflake,Snowflake,True,exact,100.0,2021-12-06,parsed,2021,4,12,DATA_ANALYTICS,Big Data,$1.530B,1530000000,parsed,USD,9,343,2026-08-22T21:58:37.269504+00:00
ART0344,Elastic,Elastic,True,exact,100.0,2023-11-28,parsed,2023,4,11,AI_ML,Artificial Intelligence,,,missing,,7,344,2026-08-22T21:58:37.269504+00:00
ART0345,DataRobot,DataRobot,True,exact,100.0,2022-02-26,parsed,2022,1,2,SOFTWARE,SaaS,$300.0M,300000000,parsed,USD,10,345,2026-08-22T21:58:37.269504+00:00
ART0346,DataRobot,DataRobot,True,exact,100.0,2022-11-22,parsed,2022,4,11,FINTECH,FinTech,$295.0M,295000000,parsed,USD,10,346,2026-08-22T21:58:37.269504+00:00
ART0347,Databricks,Databricks,True,exact,100.0,2021-12-24,parsed,2021,4,12,DATA_ANALYTICS,Big Data,$1.180B,1180000000,parsed,USD,18,347,2026-08-22T21:58:37.269504+00:00
ART0348,Confluent,Confluent,True,exact,100.0,2021-12-12,parsed,2021,4,12,FINTECH,FinTech,Not disclosed,,not_disclosed,,26,348,2026-08-22T21:58:37.269504+00:00
ART0349,Snowflake,Snowflake,True,exact,100.0,2020-08-27,parsed,2020,3,8,FINTECH,Financial Technology,Not disclosed,,not_disclosed,,8,349,2026-08-22T21:58:37.269504+00:00
ART0350,Scale AI,Scale AI,True,exact,100.0,2023-10-18,parsed,2023,4,10,FINTECH,FinTech,$0.760 billion,760000000,parsed,USD,20,350,2026-08-22T21:58:37.269504+00:00
ART0351,Stripe,Stripe,True,exact,100.0,2023-02-09,parsed,2023,1,2,SECURITY,InfoSec,$2.300B,2300000000,parsed,USD,21,351,2026-08-22T21:58:37.269504+00:00
ART0352,Databricks,Databricks,True,exact,100.0,2021-04-14,parsed,2021,2,4,FINTECH,FinTech,"¥135,000,000,000",900000000,parsed,JPY,18,352,2026-08-22T21:58:37.269504+00:00
ART0353,Anthropic,Anthropic,True,exact,100.0,2022-01-30,parsed,2022,1,1,DATA_ANALYTICS,Data Analytics,N/A,,missing,,16,353,2026-08-22T21:58:37.269504+00:00
ART0354,Microsoft,Microsoft,True,exact,100.0,2022-12-12,parsed,2022,4,12,SECURITY,InfoSec,N/A,,missing,,4,354,2026-08-22T21:58:37.269504+00:00
ART0355,Stripe,Stripe,True,exact,100.0,2020-01-18,parsed,2020,1,1,CLOUD,Cloud Services,720.0M USD,720000000,parsed,USD,18,355,2026-08-22T21:58:37.269504+00:00
ART0356,Databricks,Databricks,True,exact,100.0,2023-09-06,parsed,2023,3,9,DATA_ANALYTICS,Analytics,Not disclosed,,not_disclosed,,20,356,2026-08-22T21:58:37.269504+00:00
ART0357,Confluent,Confluent,True,exact,100.0,2023-03-25,parsed,2023,1,3,FINTECH,FinTech,$790.0 million,790000000,parsed,USD,28,357,2026-08-22T21:58:37.269504+00:00
ART0358,Microsoft,Microsoft,True,exact,100.0,2022-11-24,parsed,2022,4,11,DATA_ANALYTICS,Data Analytics,$68500.0 million,68500000000,parsed,USD,4,358,2026-08-22T21:58:37.269504+00:00
ART0359,Scale AI,Scale AI,True,exact,100.0,2022-07-10,parsed,2022,3,7,DATA_ANALYTICS,Data Analytics,"$500,000,000",500000000,parsed,USD,19,359,2026-08-22T21:58:37.269504+00:00
ART0360,Tesla,Tesla,True,exact,100.0,2023-03-25,parsed,2023,1,3,SOFTWARE,Software,$77900.0M - $86100.0M,82000000000,parsed,USD,15,360,2026-08-22T21:58:37.269504+00:00
ART0361,Uber,Uber,True,exact,100.0,2021-08-09,parsed,2021,3,8,CLOUD,Cloud Computing,,,missing,,6,361,2026-08-22T21:58:37.269504+00:00
ART0362,Stripe,Stripe,True,exact,100.0,2021-08-19,parsed,2021,3,8,FINTECH,Financial Technology,Not disclosed,,not_disclosed,,19,362,2026-08-22T21:58:37.269504+00:00
ART0363,SpaceX,SpaceX,True,exact,100.0,2021-01-11,parsed,2021,1,1,CLOUD,Cloud Computing,$3000.0 million,3000000000,parsed,USD,5,363,2026-08-22T21:58:37.269504+00:00
ART0364,Cloudflare,Cloudflare,True,exact,100.0,2020-04-20,parsed,2020,2,4,DATA_ANALYTICS,Big Data,$0.420 billion,420000000,parsed,USD,22,364,2026-08-22T21:58:37.269504+00:00
ART0365,Uber,Uber,True,exact,100.0,2021-04-14,parsed,2021,2,4,FINTECH,Finance,"$14,500,000,000",14500000000,parsed,USD,6,365,2026-08-22T21:58:37.269504+00:00
ART0366,Cloudflare,Cloudflare,True,exact,100.0,2023-12-01,parsed,2023,4,12,SOFTWARE,Software,Not disclosed,,not_disclosed,,25,366,2026-08-22T21:58:37.269504+00:00
ART0367,Palantir,Palantir,True,exact,100.0,2022-01-19,parsed,2022,1,1,FINTECH,Financial Technology,"€1,327,272,727",1460000000,parsed,EUR,17,367,2026-08-22T21:58:37.269504+00:00
ART0368,Cloudflare,Cloudflare,True,exact,100.0,2020-01-19,parsed,2020,1,1,FINTECH,Finance,$390.0M,390000000,parsed,USD,22,368,2026-08-22T21:58:37.269504+00:00
ART0369,Amazon Web Services,Amazon Web Services,True,exact,100.0,2023-08-15,parsed,2023,3,8,DATA_ANALYTICS,Big Data,$87400.0M - $96600.0M,92000000000,parsed,USD,8,369,2026-08-22T21:58:37.269504+00:00
ART0370,Scale AI,Scale AI,True,exact,100.0,2022-12-25,parsed,2022,4,12,SECURITY,Cybersecurity,$570.0M,570000000,parsed,USD,19,370,2026-08-22T21:58:37.269504+00:00
ART0371,DataRobot,DataRobot,True,exact,100.0,2021-01-19,parsed,2021,1,1,AI_ML,AI/ML,$0.220 billion,220000000,parsed,USD,9,371,2026-08-22T21:58:37.269504+00:00
ART0372,NVIDIA,NVIDIA,True,exact,100.0,2020-11-04,parsed,2020,4,11,SECURITY,InfoSec,Not disclosed,,not_disclosed,,3,372,2026-08-22T21:58:37.269504+00:00
ART0373,Google DeepMind,Google DeepMind,True,exact,100.0,2020-04-24,parsed,2020,2,4,DATA_ANALYTICS,Big Data,$0.120 billion,120000000,parsed,USD,3,373,2026-08-22T21:58:37.269504+00:00
ART0374,Uber,Uber,True,exact,100.0,2021-05-21,parsed,2021,2,5,AI_ML,Artificial Intelligence,"¥2,175,000,000,000",14500000000,parsed,JPY,6,374,2026-08-22T21:58:37.269504+00:00
ART0375,Amazon Web Services,Amazon Web Services,True,exact,100.0,2020-03-27,parsed,2020,1,3,SOFTWARE,Software,$38.000B,38000000000,parsed,USD,5,375,2026-08-22T21:58:37.269504+00:00
ART0376,Meta AI,Meta AI,True,exact,100.0,2023-07-20,parsed,2023,3,7,DATA_ANALYTICS,Data Analytics,"£1,102,362,205",1400000000,parsed,GBP,22,376,2026-08-22T21:58:37.269504+00:00
ART0377,Cloudflare,Cloudflare,True,exact,100.0,2023-05-06,parsed,2023,2,5,DATA_ANALYTICS,Analytics,1180.0M USD,1180000000,parsed,USD,25,377,2026-08-22T21:58:37.269504+00:00
ART0378,Airbnb,Airbnb,True,exact,100.0,2020-11-11,parsed,2020,4,11,SOFTWARE,Software,$2850.0M - $3150.0M,3000000000,parsed,USD,21,378,2026-08-22T21:58:37.269504+00:00
ART0379,Tesla,Tesla,True,exact,100.0,2023-11-12,parsed,2023,4,11,DATA_ANALYTICS,Analytics,,,missing,,15,379,2026-08-22T21:58:37.269504+00:00
ART0380,Tesla,Tesla,True,exact,100.0,2021-01-17,parsed,2021,1,1,DATA_ANALYTICS,Analytics,$31.000B,31000000000,parsed,USD,13,380,2026-08-22T21:58:37.269504+00:00
ART0381,Elastic,Elastic,True,exact,100.0,2022-07-18,parsed,2022,3,7,SOFTWARE,SaaS,Not disclosed,,not_disclosed,,6,381,2026-08-22T21:58:37.269504+00:00
ART0382,Uber,Uber,True,exact,100.0,2022-12-09,parsed,2022,4,12,SECURITY,InfoSec,"£19,685,039,370",25000000000,parsed,GBP,7,382,2026-08-22T21:58:37.269504+00:00
ART0383,Google DeepMind,Google DeepMind,True,exact,100.0,2020-09-22,parsed,2020,3,9,AI_ML,Artificial Intelligence,"$145,000,000",145000000,parsed,USD,3,383,2026-08-22T21:58:37.269504+00:00
ART0384,MongoDB,MongoDB,True,exact,100.0,2023-12-07,parsed,2023,4,12,FINTECH,Financial Technology,$1.700B,1700000000,parsed,USD,15,384,2026-08-22T21:58:37.269504+00:00
ART0385,Palantir,Palantir,True,exact,100.0,2020-04-05,parsed,2020,2,4,SOFTWARE,Software,$978.5M - $1081.5M,1030000000,parsed,USD,15,385,2026-08-22T21:58:37.269504+00:00
ART0386,Snowflake,Snowflake,True,exact,100.0,2021-03-18,parsed,2021,1,3,AI_ML,AI & ML,$950.0M - $1050.0M,1000000000,parsed,USD,9,386,2026-08-22T21:58:37.269504+00:00
ART0387,Elastic,Elastic,True,exact,100.0,2023-02-17,parsed,2023,1,2,AI_ML,AI & ML,$1100.0 million,1100000000,parsed,USD,7,387,2026-08-22T21:58:37.269504+00:00
ART0388,Amazon Web Services,Amazon Web Services,True,exact,100.0,2023-05-13,parsed,2023,2,5,DATA_ANALYTICS,Analytics,Not disclosed,,not_disclosed,,8,388,2026-08-22T21:58:37.269504+00:00
ART0389,Uber,Uber,True,exact,100.0,2021-04-06,parsed,2021,2,4,SECURITY,Security,$14.500 billion,14500000000,parsed,USD,6,389,2026-08-22T21:58:37.269504+00:00
ART0390,OpenAI,OpenAI,True,exact,100.0,2021-03-30,parsed,2021,1,3,DATA_ANALYTICS,Data Analytics,"¥19,500,000,000",130000000,parsed,JPY,15,390,2026-08-22T21:58:37.269504+00:00
ART0391,Confluent,Confluent,True,exact,100.0,2021-04-22,parsed,2021,2,4,FINTECH,Finance,"€413,636,364",455000000,parsed,EUR,26,391,2026-08-22T21:58:37.269504+00:00
ART0392,Meta AI,Meta AI,True,exact,100.0,2023-08-08,parsed,2023,3,8,AI_ML,Artificial Intelligence,"£1,102,362,205",1400000000,parsed,GBP,22,392,2026-08-22T21:58:37.269504+00:00
ART0393,Scale AI,Scale AI,True,exact,100.0,2020-01-24,parsed,2020,1,1,DATA_ANALYTICS,Big Data,$95.0M - $105.0M,100000000,parsed,USD,17,393,2026-08-22T21:58:37.269504+00:00
ART0394,Microsoft,Microsoft,True,exact,100.0,2023-10-11,parsed,2023,4,10,DATA_ANALYTICS,Big Data,"£61,417,322,835",78000000000,parsed,GBP,5,394,2026-08-22T21:58:37.269504+00:00
ART0395,Google DeepMind,Google DeepMind,True,exact,100.0,2023-03-16,parsed,2023,1,3,AI_ML,Artificial Intelligence,,,missing,,6,395,2026-08-22T21:58:37.269504+00:00
ART0396,Elastic,Elastic,True,exact,100.0,2022-09-26,parsed,2022,3,9,SOFTWARE,Enterprise Software,$1.030 billion,1030000000,parsed,USD,6,396,2026-08-22T21:58:37.269504+00:00
ART0397,Google DeepMind,Google DeepMind,True,exact,100.0,2023-10-07,parsed,2023,4,10,SECURITY,Cybersecurity,900.0M USD,900000000,parsed,USD,6,397,2026-08-22T21:58:37.269504+00:00
ART0398,Airbnb,Airbnb,True,exact,100.0,2022-06-24,parsed,2022,2,6,CLOUD,Cloud Computing,$5600.0 million,5600000000,parsed,USD,23,398,2026-08-22T21:58:37.269504+00:00
ART0399,NVIDIA,NVIDIA,True,exact,100.0,2020-10-29,parsed,2020,4,10,AI_ML,AI/ML,"¥1,890,000,000,000",12600000000,parsed,JPY,3,399,2026-08-22T21:58:37.269504+00:00
ART0400,Tesla,Tesla,True,exact,100.0,2023-01-24,parsed,2023,1,1,FINTECH,Financial Technology,"£64,566,929,134",82000000000,parsed,GBP,15,400,2026-08-22T21:58:37.269504+00:00
ART0401,Amazon Web Services,Amazon Web Services,True,exact,100.0,2021-08-04,parsed,2021,3,8,FINTECH,Financial Technology,Not disclosed,,not_disclosed,,6,401,2026-08-22T21:58:37.269504+00:00
ART0402,OpenAI,OpenAI,True,exact,100.0,2023-08-22,parsed,2023,3,8,FINTECH,FinTech,$1720.0 million,1720000000,parsed,USD,17,402,2026-08-22T21:58:37.269504+00:00
ART0403,OpenAI,OpenAI,True,exact,100.0,2021-05-21,parsed,2021,2,5,FINTECH,Finance,"€163,636,364",180000000,parsed,EUR,15,403,2026-08-22T21:58:37.269504+00:00
ART0404,Databricks,Databricks,True,exact,100.0,2023-05-07,parsed,2023,2,5,DATA_ANALYTICS,Big Data,$2150.0 million,2150000000,parsed,USD,20,404,2026-08-22T21:58:37.269504+00:00
ART0405,Uber,Uber,True,exact,100.0,2023-10-20,parsed,2023,4,10,FINTECH,FinTech,Not disclosed,,not_disclosed,,8,405,2026-08-22T21:58:37.269504+00:00
ART0406,Tesla,Tesla,True,exact,100.0,2020-10-10,parsed,2020,4,10,SOFTWARE,Software,26000.0M USD,26000000000,parsed,USD,12,406,2026-08-22T21:58:37.269504+00:00
ART0407,Elastic,Elastic,True,exact,100.0,2020-08-30,parsed,2020,3,8,DATA_ANALYTICS,Data Analytics,Not disclosed,,not_disclosed,,4,407,2026-08-22T21:58:37.269504+00:00
ART0408,Microsoft,Microsoft,True,exact,100.0,2020-08-06,parsed,2020,3,8,CLOUD,Cloud,44500.0M USD,44500000000,parsed,USD,2,408,2026-08-22T21:58:37.269504+00:00
ART0409,Google DeepMind,Google DeepMind,True,exact,100.0,2022-09-03,parsed,2022,3,9,SOFTWARE,SaaS,,,missing,,5,409,2026-08-22T21:58:37.269504+00:00
ART0410,Anthropic,Anthropic,True,exact,100.0,2020-01-31,parsed,2020,1,1,SECURITY,Cybersecurity,"¥750,000,000",5000000,parsed,JPY,14,410,2026-08-22T21:58:37.269504+00:00
ART0411,NVIDIA,NVIDIA,True,exact,100.0,2022-04-09,parsed,2022,2,4,DATA_ANALYTICS,Big Data,"¥2,670,000,000,000",17800000000,parsed,JPY,5,411,2026-08-22T21:58:37.269504+00:00
ART0412,MongoDB,MongoDB,True,exact,100.0,2022-03-21,parsed,2022,1,3,AI_ML,Artificial Intelligence,"¥162,000,000,000",1080000000,parsed,JPY,14,412,2026-08-22T21:58:37.269504+00:00
ART0413,Palantir,Palantir,True,exact,100.0,2022-05-15,parsed,2022,2,5,AI_ML,Artificial Intelligence,$1472.5M - $1627.5M,1550000000,parsed,USD,17,413,2026-08-22T21:58:37.269504+00:00
ART0414,Microsoft,Microsoft,True,exact,100.0,2022-04-26,parsed,2022,2,4,SECURITY,Security,,,missing,,4,414,2026-08-22T21:58:37.269504+00:00
ART0415,Meta AI,Meta AI,True,exact,100.0,2020-08-21,parsed,2020,3,8,SECURITY,Security,N/A,,missing,,19,415,2026-08-22T21:58:37.269504+00:00
ART0416,Stripe,Stripe,True,exact,100.0,2023-09-12,parsed,2023,3,9,CLOUD,Cloud,$2.950 billion,2950000000,parsed,USD,21,416,2026-08-22T21:58:37.269504+00:00
ART0417,Meta AI,Meta AI,True,exact,100.0,2021-02-19,parsed,2021,1,2,FINTECH,Financial Technology,N/A,,missing,,20,417,2026-08-22T21:58:37.269504+00:00
ART0418,SpaceX,SpaceX,True,exact,100.0,2020-06-11,parsed,2020,2,6,AI_ML,AI/ML,$2100.0 million,2100000000,parsed,USD,4,418,2026-08-22T21:58:37.269504+00:00
ART0419,Anthropic,Anthropic,True,exact,100.0,2023-03-29,parsed,2023,1,3,FINTECH,Finance,N/A,,missing,,17,419,2026-08-22T21:58:37.269504+00:00
